site,collection_date,YYYYMMDD,quadrat,plant,rhi_length,node1,node2,node3,node4,node5,leaf_length1,leaf_length2,leaf_length3,leaf_length4,leaf_length5,leaf_length6,leaf_length7,leaf_length8,leaf_length9,leaf_length10,leaf_width1,leaf_width2,leaf_width3,leaf_width4,leaf_width5,leaf_width6,leaf_width7,leaf_width8,leaf_width9,leaf_width10,eff_leaf_area1,eff_leaf_area2,eff_leaf_area3,eff_leaf_area4,eff_leaf_area5,eff_leaf_area6,eff_leaf_area7,eff_leaf_area8,eff_leaf_area9,eff_leaf_area10,tot_leaf_area_cmsq,pad_mass_g,pad_epihpyte_mass_g,epiphyte_mass_g,epi_mg_shoot_g,epi_mg_shoot_sqcm,rhi_mass_fw,rhi_foil,rhi_foil_dw_g,rhi_dw_g,root_per_moisture,shoot_mass_fw,shoot_foil,shoot_foil_dw,shoot_dw,shoot_per_moisture,xs_shoot_mass_fw,xs_shoot_foil,xs_shoot_foil_dw,xs_shoot_mass,xs_pad_mass_g,xs_epiphyte_pad_mass_g,xs_epiphyte_mass_g,iso_count,iso_fw,iso_foil,iso_foil_dw,iso_dw,gamm_amph_count,gamm_amph_fw,gamm_amph_foil,gamm_amph_foil_dw,gamm_amph_dw,caprel_count,caprel_fw,caprel_foil,caprel_foil_dw,caprel_dw,limpet_count,limpet_fw,limpet_foil,limpet_foil_dw,limpet_dw,gastropod_count,gastropod_fw,gastropod_foil,gastropod_foil_dw,gastropod_dw,crab_count,crab_fw,crab_foil,crab_foil_dw,crab_dw,polychaete_count,other_animal_notes,notes
2017_L_07,22/7/17,20170722,3,3,5.0,1,1,0.6,0.6,0.8,34,17.3,36.2,43.4,,,,,,,0.5,0.4,0.4,0.4,,,,,,,34,13.84,28.96,34.72,0,0,0,0,0,0,111.52,0.6305,0.6325,0.002,,0.017934003,0.5894,0.618,0.7253,0.1073,81.79504581,0.9312,2.7966,2.9527,0.1561,83.23668385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_07,22/7/17,20170722,3,4,5.0,0.7,2.6,,,,61.6,28.2,13.7,15.5,43,59.9,64.4,,,,0.6,0.6,0.4,0.6,0.6,0.6,0.7,,,,73.92,33.84,10.96,18.6,51.6,71.88,90.16,0,0,0,350.96,0.6774,0.6774,0,,0,0.7088,0.7727,0.863,0.0903,87.26015801,2.9841,2.2949,2.7955,0.5006,83.22442277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_07,22/7/17,20170722,3,5,5.0,0.6,0.7,0.6,0.5,0.6,45.6,40.7,30.1,19.4,,,,,,,0.4,0.4,0.4,0.4,,,,,,,36.48,32.56,24.08,15.52,0,0,0,0,0,0,108.64,0.6377,0.6377,0,,0,0.9287,0.7492,0.862,0.1128,87.85398945,0.9375,2.2655,2.3987,0.1332,85.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_07,22/7/17,20170722,4,1,5.0,0.5,1.5,1.6,1.1,,42.2,32.4,10.5,34.4,46.6,,,,,,0.4,0.4,0.3,0.4,0.5,,,,,,33.76,25.92,6.3,27.52,46.6,0,0,0,0,0,140.1,0.652,0.652,0,,0,0.5614,0.7585,0.8428,0.0843,84.98396865,1.1108,2.6231,2.812,0.1889,82.99423839,12.222,2.8535,4.3866,1.5331,,,,3,0.0082,0.3764,0.3771,0.0007,1,0.0008,0.2862,0.2863,1E-04,5,0.0142,0.3062,0.3068,0.0006,,,,,,3,0.0047,0.2951,0.2983,0.0032,,,,,,,1 brittle star,
2017_L_07,22/7/17,20170722,4,2,5.0,1.8,1.5,1.1,,,48.6,47.6,39.9,56.9,23.4,,,,,,0.4,0.5,0.4,0.5,0.5,,,,,,38.88,47.6,31.92,56.9,23.4,0,0,0,0,0,198.7,0.6375,0.6376,1E-04,,0.000503271,0.6185,0.7239,0.8213,0.0974,84.25222312,1.5217,2.6166,2.8926,0.276,81.86239075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_07,22/7/17,20170722,4,3,5.0,2,2.5,,,,46.2,41.9,55.9,7.1,52.2,19.9,,,,,0.5,0.5,0.5,0.6,0.5,,,,,,46.2,41.9,55.9,8.52,52.2,0,0,0,0,0,204.72,0.6222,0.624,0.0018,,0.008792497,0.5503,0.7561,0.8261,0.07,87.27966564,1.7812,2.2688,2.575,0.3062,82.80934202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_07,22/7/17,20170722,4,4,5.0,2.3,2,,,,38.6,13.8,29.1,41,42.2,,,,,,0.5,0.3,0.4,0.4,0.5,,,,,,38.6,8.28,23.28,32.8,42.2,0,0,0,0,0,145.16,0.6205,0.6205,0,,0,0.4221,0.6055,0.6712,0.0657,84.43496802,1.107,2.209,2.4729,0.2639,76.16079494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_07,22/7/17,20170722,4,5,5.0,1.6,1.2,0.9,,,29,40.9,38.8,20.8,29.3,8.7,,,,,0.4,0.4,0.4,0.4,0.4,0.4,,,,,23.2,32.72,31.04,16.64,23.44,6.96,0,0,0,0,134,0.6318,0.6318,0,,0,0.3824,0.6827,0.7439,0.0612,83.9958159,1.0216,2.3632,2.548,0.1848,81.91072827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_07,22/7/17,20170722,5,1,5.0,0.4,0.5,0.7,0.8,0.9,15.2,39,42.5,14,47.6,,,,,,0.5,0.5,0.4,0.4,0.4,,,,,,15.2,39,34,11.2,38.08,0,0,0,0,0,137.48,0.6334,0.6345,0.0011,,0.008001164,0.6085,0.6958,0.7955,0.0997,83.61544782,1.0323,2.7825,2.9523,0.1698,83.55129323,5.2934,2.6915,3.3787,0.6872,,,,2,0.0103,0.2694,0.2714,0.002,,,,,,2,0.004,0.2958,0.296,0.0002,,,,,,,,,,,,,,,,4,,
2017_L_07,22/7/17,20170722,5,2,5.0,0.6,1,1,1.5,,36.8,62.4,65,37.1,,,,,,,0.4,0.5,0.4,0.4,,,,,,,29.44,62.4,52,29.68,0,0,0,0,0,0,173.52,0.6414,0.6489,0.0075,,0.043222683,0.6092,0.5828,0.6851,0.1023,83.20748523,1.5997,2.6709,2.9722,0.3013,81.16521848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_07,22/7/17,20170722,5,3,5.0,1,0.9,1.1,,,47.8,30,49.2,21.1,16.9,,,,,,0.5,0.5,0.4,0.5,0.5,,,,,,47.8,30,39.36,21.1,16.9,0,0,0,0,0,155.16,0.6367,0.6368,1E-04,,0.000644496,0.5608,0.7131,0.7973,0.0842,84.98573466,1.225,2.3805,2.6164,0.2359,80.74285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_07,22/7/17,20170722,5,4,5.0,1.4,1.6,1.6,,,26.8,72.4,46.9,52.2,39,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,26.8,72.4,46.9,52.2,39,0,0,0,0,0,237.3,0.6285,0.6327,0.0042,,0.017699115,0.7092,0.6336,0.7422,0.1086,84.68697124,2.252,2.7755,3.1456,0.3701,83.56571936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_07,22/7/17,20170722,5,5,5.0,1.2,1.1,1.5,,,41.4,70.2,39.1,61.8,48.4,,,,,,0.5,0.6,0.6,0.6,0.6,,,,,,41.4,84.24,46.92,74.16,58.08,0,0,0,0,0,304.8,0.6162,0.622,0.0058,,0.019028871,0.905,0.6354,0.7564,0.121,86.62983425,2.6328,2.2462,2.6604,0.4142,84.26769979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_07,22/7/17,20170722,6,1,4.0,0.4,0.6,0.7,0.3,0.2,44.8,7.5,33.8,37.2,42,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,35.84,6,27.04,29.76,33.6,0,0,0,0,0,132.24,0.6585,0.6585,0,,0,0.6508,0.643,0.7313,0.0883,86.43208359,0.8953,2.2228,2.3747,0.1519,83.03362002,2.5062,2.8159,3.1548,0.3389,,,,1,0.0008,0.2846,0.2847,1E-04,,,,,,1,0.002,0.2846,0.2851,0.0005,,,,,,1,0.0015,0.2781,0.2789,0.0008,,,,,,4,,
2017_L_07,22/7/17,20170722,6,2,5.0,1,1.2,0.7,0.7,0.8,39.9,50,49,39.1,20.9,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,39.9,50,49,39.1,20.9,0,0,0,0,0,198.9,0.7062,0.7062,0,,0,1.0167,0.6567,0.7993,0.1426,85.97423035,1.6924,2.5826,2.8721,0.2895,82.89411487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_07,22/7/17,20170722,6,3,5.0,1.5,1.2,1.2,1,,39.6,31.2,26.9,7.8,28.7,37.8,7.9,,,,0.5,0.5,0.5,0.3,0.5,0.5,0.5,,,,39.6,31.2,26.9,4.68,28.7,37.8,7.9,0,0,0,176.78,0.7145,0.7146,1E-04,,0.000565675,0.8242,0.6663,0.7668,0.1005,87.80635768,1.2565,2.5726,2.7826,0.21,83.28690808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_07,22/7/17,20170722,6,4,5.0,1.4,1.1,1.1,1,,38.1,43.4,42.4,43.8,17.5,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,38.1,43.4,42.4,43.8,17.5,0,0,0,0,0,185.2,0.7019,0.702,1E-04,,0.000539957,0.7755,0.5712,0.6823,0.1111,85.67375887,1.4738,2.7529,2.986,0.2331,84.18374271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_07,22/7/17,20170722,6,5,5.0,1.1,0.6,0.4,0.5,0.6,22.7,24,5.2,19.2,16.3,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,18.16,19.2,4.16,15.36,13.04,0,0,0,0,0,69.92,0.7262,0.7272,0.001,,0.014302059,0.8357,0.5674,0.6729,0.1055,87.37585258,0.4909,2.5778,2.6694,0.0916,81.34039519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_07,22/7/17,20170722,7,1,5.0,0.3,0.4,0.5,0.4,0.3,30,31.2,20.2,19.8,,,,,,,0.4,0.3,0.4,0.4,,,,,,,24,18.72,16.16,15.84,0,0,0,0,0,0,74.72,0.6798,0.6798,0,,0,0.4731,0.5818,0.6689,0.0871,81.58951596,0.5371,2.3185,2.4405,0.122,77.28542171,5.9886,2.9593,3.7346,0.7753,,,,2,0.015,0.2885,0.2921,0.0036,,,,,,2,0.0043,0.3033,0.3042,0.0009,,,,,,,,,,,,,,,,10,,
2017_L_07,22/7/17,20170722,7,3,5.0,0.6,0.5,0.6,0.8,0.9,37,37.6,23,17.5,,,,,,,0.4,0.4,0.4,0.4,,,,,,,29.6,30.08,18.4,14,0,0,0,0,0,0,92.08,0.567,0.567,0,,0,0.6458,0.6212,0.7363,0.1151,82.17714463,0.7592,2.4209,2.5534,0.1325,82.54741834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_07,22/7/17,20170722,7,2,5.0,0.7,0.8,0.8,0.9,0.8,17.1,28,23.4,13,29,,,,,,0.5,0.5,0.5,0.4,0.4,,,,,,17.1,28,23.4,10.4,23.2,0,0,0,0,0,102.1,0.6312,0.6322,0.001,,0.009794319,0.8774,0.6271,0.7481,0.121,86.20925462,0.8947,2.8845,3.0012,0.1167,86.95652174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_07,22/7/17,20170722,7,4,5.0,0.6,0.5,0.5,0.6,0.9,36,34.8,34.5,16.4,,,,,,,0.4,0.4,0.4,0.4,,,,,,,28.8,27.84,27.6,13.12,0,0,0,0,0,0,97.36,0.6398,0.6398,0,,0,0.6867,0.5391,0.6515,0.1124,83.63186253,0.8067,2.6341,2.7883,0.1542,80.88508739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_07,22/7/17,20170722,7,5,5.0,0.5,0.5,0.5,0.7,0.9,30,20.5,17.3,26.1,,,,,,,0.4,0.4,0.4,0.4,,,,,,,24,16.4,13.84,20.88,0,0,0,0,0,0,75.12,0.6268,0.6268,0,,0,0.8111,0.7441,0.8706,0.1265,84.40389594,0.5995,2.5573,2.659,0.1017,83.03586322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_07,22/7/17,20170722,8,1,3.8,0.4,0.5,0.5,0.5,0.5,30.1,17,25.5,5.8,,,,,,,0.4,0.4,0.4,0.4,,,,,,,24.08,13.6,20.4,4.64,0,0,0,0,0,0,62.72,0.6378,0.6378,0,,0,0.6054,0.6121,0.6493,0.0372,93.85530228,0.4092,2.7306,2.7902,0.0596,85.43499511,1.4711,2.9041,3.0745,0.1704,,,,1,0.006,0.5657,0.5673,0.0016,,,,,,8,0.0133,0.557,0.5591,0.0021,,,,,,2,0.0084,0.528,0.53,0.002,,,,,,4,,
2017_L_07,22/7/17,20170722,8,2,5.0,0.8,0.7,0.4,0.4,0.5,34.2,28.8,23.9,14.8,,,,,,,0.4,0.4,0.4,0.4,,,,,,,27.36,23.04,19.12,11.84,0,0,0,0,0,0,81.36,0.6489,0.6489,0,,0,0.7437,0.6331,0.7195,0.0864,88.38241226,0.5683,2.3286,2.4232,0.0946,83.3538624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_07,22/7/17,20170722,8,3,3.4,0.5,0.5,0.5,0.7,0.9,32.9,12.8,24.2,30.7,,,,,,,0.4,0.3,0.4,0.4,,,,,,,26.32,7.68,19.36,24.56,0,0,0,0,0,0,77.92,0.6251,0.6251,0,,0,0.3359,0.5538,0.6105,0.0567,83.11997618,0.6131,2.1391,2.2615,0.1224,80.03588322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_07,22/7/17,20170722,8,4,5.0,0.5,0.8,0.5,0.5,0.9,9.5,25.7,30.9,31.7,,,,,,,0.4,0.4,0.4,0.4,,,,,,,7.6,20.56,24.72,25.36,0,0,0,0,0,0,78.24,0.707,0.707,0,,0,0.7893,0.5061,0.6217,0.1156,85.35411124,0.6301,2.546,2.6489,0.1029,83.66925885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_07,22/7/17,20170722,8,5,5.0,1.1,0.7,0.8,0.5,0.5,17.5,23,12.3,16.6,,,,,,,0.3,0.3,0.3,0.3,,,,,,,10.5,13.8,7.38,9.96,0,0,0,0,0,0,41.64,0.6046,0.6046,0,,0,1.2621,0.5067,0.6853,0.1786,85.84898186,0.3145,2.2745,2.3202,0.0457,85.46899841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,1,1,5.0,1.5,3.5,,,,95.6,81,111.4,30.8,77.1,,,,,,0.6,0.6,0.6,0.6,0.6,,,,,,114.72,97.2,133.68,36.96,92.52,0,0,0,0,0,475.08,0.6277,0.6643,0.0366,,0.077039656,0.6401,0.5803,0.6563,0.076,88.12685518,3.8702,2.2257,2.7541,0.5284,86.34695881,12.6609,2.9579,4.2708,1.3129,,,,,,,,,3,0.0065,0.412,0.4122,0.0002,,,,,,1,0.0313,0.4598,0.4696,0.0098,,,,,,,,,,,9,,
2017_H_06,24/7/17,20170724,1,2,5.0,2.6,1.5,,,,34.7,55.6,70,60.4,,,,,,,0.5,0.5,0.5,0.5,,,,,,,34.7,55.6,70,60.4,0,0,0,0,0,0,220.7,0.6358,0.6518,0.016,,0.072496602,0.5921,0.4293,0.5114,0.0821,86.13409897,2.1683,2.14,2.4368,0.2968,86.31185722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,1,3,5.0,2.5,1.6,,,,53.6,55.8,18.9,29.9,30.4,59.4,,,,,0.4,0.4,0.3,0.4,0.4,0.4,,,,,42.88,44.64,11.34,23.92,24.32,47.52,0,0,0,0,194.62,0.7047,0.7245,0.0198,,0.101736718,0.6439,0.4669,0.5367,0.0698,89.15980742,1.6189,2.5055,2.7308,0.2253,86.08314287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,1,4,5.0,3,2,,,,89.4,73.6,60.1,88,,,,,,,0.5,0.6,0.6,0.6,,,,,,,89.4,88.32,72.12,105.6,0,0,0,0,0,0,355.44,0.6338,0.653,0.0192,,0.054017556,0.6748,0.5209,0.6142,0.0933,86.17368109,3.4559,2.1008,3.2074,1.1066,67.97939755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,1,5,5.0,2,1,1.5,,,28.4,42.4,44.1,53.9,65.6,,,,,,0.4,0.4,0.4,0.5,0.4,,,,,,22.72,33.92,35.28,53.9,52.48,0,0,0,0,0,198.3,0.7175,0.7498,0.0323,,0.162884518,0.7577,0.6401,0.7645,0.1244,83.58189257,1.9256,2.3194,2.5859,0.2665,86.16015787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,2,1,5.0,2,1.5,1.6,,,82.8,53.4,51.4,18.3,69.1,,,,,,0.5,0.6,0.5,0.6,0.6,,,,,,82.8,64.08,51.4,21.96,82.92,0,0,0,0,0,303.16,0.6574,0.689,0.0316,,0.104235387,1.0352,0.6818,0.7963,0.1145,88.93933539,2.4985,2.2637,2.6119,0.3482,86.06363818,34.2622,3.3728,6.8367,3.4639,,,,,,,,,1,0.001,0.4474,0.4476,0.0002,,,,,,,,,,,,,,,,,,,,,11,,
2017_H_06,24/7/17,20170724,2,2,5.0,0.8,0.8,0.8,1,1,77.8,77.4,43.6,,,,,,,,0.5,0.4,0.5,,,,,,,,77.8,61.92,43.6,0,0,0,0,0,0,0,183.32,0.6503,0.6779,0.0276,,0.150556404,0.826,0.6541,0.7562,0.1021,87.63922518,2.0023,3.0144,3.2854,0.271,86.4655646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,2,3,5.0,1.1,1.5,1,,,77.4,44,59.9,42.6,,,,,,,0.5,0.5,0.5,0.5,,,,,,,77.4,44,59.9,42.6,0,0,0,0,0,0,223.9,0.6132,0.6399,0.0267,,0.119249665,1.0056,0.5446,0.6953,0.1507,85.01392204,2.8868,2.1963,2.5523,0.356,87.6680061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,2,4,5.0,1,1,1,0.7,1,80.6,68.4,60.8,22.2,32.4,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,80.6,68.4,60.8,22.2,32.4,0,0,0,0,0,264.4,0.6645,0.6854,0.0209,,0.079046899,1.0052,0.6041,0.7332,0.1291,87.15678472,2.3367,2.4855,2.8001,0.3146,86.53656867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,2,5,5.0,1.5,1.2,1.2,,,51,78.1,73.1,57.2,,,,,,,0.5,0.5,0.5,0.5,,,,,,,51,78.1,73.1,57.2,0,0,0,0,0,0,259.4,0.6584,0.6874,0.029,,0.111796453,0.8578,0.4843,0.5858,0.1015,88.16740499,2.5444,2.2403,2.5655,0.3252,87.21899072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,3,1,5.0,0.9,1.1,1.7,,,63.6,59.9,51.4,46.2,,,,,,,0.4,0.4,0.4,0.5,,,,,,,50.88,47.92,41.12,46.2,0,0,0,0,0,0,186.12,0.6466,0.665,0.0184,,0.09886095,0.5319,0.4857,0.5523,0.0666,87.47884941,1.7477,2.4626,2.7085,0.2459,85.93007953,11.2353,2.5151,3.756,1.2409,,,,,,,,,7,0.0221,0.4069,0.4086,0.0017,,,,,,1,0.1103,0.6876,0.7285,0.0409,,,,,,,,,,,10,,
2017_H_06,24/7/17,20170724,3,2,5.0,1.5,1.5,1,1,,54.4,58.2,55.6,29.4,44.9,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,43.52,46.56,44.48,23.52,35.92,0,0,0,0,0,194,0.7058,0.725,0.0192,,0.098969072,0.6148,0.4418,0.5145,0.0727,88.17501627,1.7532,2.054,2.3103,0.2563,85.38101757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,3,3,5.0,1,1.3,,,,57.6,89.8,67.2,25.1,77.2,91.9,,,,,0.5,0.6,0.6,0.5,0.5,0.5,,,,,57.6,107.76,80.64,25.1,77.2,91.9,0,0,0,0,440.2,0.7048,0.7334,0.0286,,0.064970468,0.7227,0.4095,0.4997,0.0902,87.51902588,4.6191,2.3141,2.9737,0.6596,85.72016194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,3,4,5.0,1.8,2.5,,,,36.1,92.6,87.9,82.4,76.4,,,,,,0.6,0.6,0.6,0.6,0.6,,,,,,43.32,111.12,105.48,98.88,91.68,0,0,0,0,0,450.48,0.6092,0.6374,0.0282,,0.062599893,0.836,0.426,0.5251,0.0991,88.14593301,4.8206,2.7093,3.3807,0.6714,86.07227316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,3,5,5.0,1.5,1.9,,,,30.2,68.8,90.9,96.8,69.6,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,30.2,68.8,90.9,96.8,69.6,0,0,0,0,0,356.3,0.6248,0.6679,0.0431,,0.120965479,0.7863,0.5678,0.6644,0.0966,87.71461274,4.1125,2.6936,3.2956,0.602,85.36170213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,4,1,5.0,1.3,1.7,1.5,,,59.4,44.4,28.5,51.6,50.2,,,,,,0.5,0.5,0.5,0.5,,,,,,,59.4,44.4,28.5,51.6,0,0,0,0,0,0,183.9,0.7286,0.7709,0.0423,,0.230016313,0.5402,0.512,0.5777,0.0657,87.83783784,2.1073,2.5319,2.836,0.3041,85.56921179,29.6574,3.3633,8.4089,5.0456,,,,1,0.0035,0.3782,0.3787,0.0005,4,0.007,0.373,0.3737,0.0007,,,,,,1,0.0326,0.3663,0.3809,0.0146,,,,,,1,0.1673,0.3328,0.3593,0.3593,11,"""crab"" is tellmesus",
2017_H_06,24/7/17,20170724,4,2,5.0,2.1,1.9,,,,33,65.4,44.6,61.8,58.2,,,,,,0.6,0.6,0.6,0.5,,,,,,,39.6,78.48,53.52,61.8,0,0,0,0,0,0,233.4,0.7008,0.7331,0.0323,,0.138389032,0.5826,0.5044,0.5735,0.0691,88.13937521,2.5468,1.8881,2.2904,0.4023,84.20370661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,4,3,5.0,1,1.1,0.6,0.3,0.4,51.2,31.6,37.8,48.6,,,,,,,0.4,0.4,0.4,0.4,,,,,,,40.96,25.28,30.24,38.88,0,0,0,0,0,0,135.36,0.637,0.6821,0.0451,,0.333185579,0.5534,0.458,0.5372,0.0792,85.68847127,1.4208,1.9872,2.2086,0.2214,84.41722973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,4,4,5.0,1.5,2,,,,36.1,81,108.4,95.1,80.2,,,,,,0.5,0.5,0.6,0.5,0.5,,,,,,36.1,81,130.08,95.1,80.2,0,0,0,0,0,422.48,0.59,0.637,0.047,,0.11124787,0.6145,0.6361,0.721,0.0849,86.18388934,4.309,2.0673,2.7273,0.66,84.68322117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,4,5,5.0,1.1,1.7,1.2,,,33.2,26.2,91.4,74.6,76.2,,,,,,0.5,0.5,0.5,0.4,0.4,,,,,,33.2,26.2,91.4,59.68,60.96,0,0,0,0,0,271.44,0.6668,0.6898,0.023,,0.084733274,0.5395,0.7372,0.8086,0.0714,86.76552363,2.5512,2.4375,2.8094,0.3719,85.42254625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,5,1,5.0,3.1,,,,,29.9,54,115.8,122,74.7,,,,,,0.5,0.6,0.6,0.6,0.6,,,,,,29.9,64.8,138.96,146.4,89.64,0,0,0,0,0,469.7,0.6808,0.7358,0.055,,0.117096019,0.7261,0.6836,0.7788,0.0952,86.88885828,5.984,2.0541,3.015,0.9609,83.94217914,19.3606,2.5467,6.0708,3.5241,0.6426,0.673,0.0304,1,0.0013,0.294,0.2944,0.0004,4,0.0069,0.3017,0.3023,0.0006,,,,,,,,,,,,,,,,,,,,,13,2 bivalves,
2017_H_06,24/7/17,20170724,5,2,5.0,1.4,2.3,1.5,,,66.4,85.1,105.9,16.4,124.2,73,,,,,0.6,0.6,0.6,0.5,0.6,0.6,,,,,79.68,102.12,127.08,16.4,149.04,87.6,0,0,0,0,561.92,0.6378,0.693,0.0552,,0.098234624,0.8472,0.6668,0.7628,0.096,88.66855524,6.1838,2.4652,3.2757,0.8105,86.89317248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,5,3,5.0,1.2,3.1,,,,102.6,43,108.5,97.9,65.5,16.2,,,,,0.5,0.6,0.6,0.6,0.6,0.5,,,,,102.6,51.6,130.2,117.48,78.6,16.2,0,0,0,0,496.68,0.7064,0.7539,0.0475,,0.095635017,0.5087,0.7027,0.7574,0.0547,89.24710045,4.596,2.4962,3.1431,0.6469,85.92471715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,5,4,5.0,2.8,,,,,65.1,60.9,118.4,12.9,115.6,,,,,,0.6,0.5,0.6,0.5,0.6,,,,,,78.12,60.9,142.08,12.9,138.72,0,0,0,0,0,432.72,0.6609,0.6954,0.0345,,0.079728231,0.5023,0.8248,0.8894,0.0646,87.13915986,3.8248,2.3667,2.9813,0.6146,83.93118594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,5,5,5.0,1,1.8,2,,,24.8,77.2,51.1,61.4,12.8,,,,,,0.6,0.5,0.5,0.5,0.5,,,,,,29.76,77.2,51.1,61.4,12.8,0,0,0,0,0,232.26,0.6561,0.6816,0.0255,,0.109790752,0.4226,0.5317,0.5853,0.0536,87.31661145,2.0613,2.6998,2.9897,0.2899,85.93605977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,6,1,5.0,1,2.8,,,,41.2,95.4,103,104.2,18.5,69.5,,,,,0.6,0.6,0.6,0.6,0.5,0.6,,,,,49.44,114.48,123.6,125.04,18.5,83.4,0,0,0,0,514.46,0.6892,0.7326,0.0434,,0.0843603,0.7606,0.6273,0.7212,0.0939,87.6544833,4.4872,2.1552,2.8084,0.6532,85.44303797,40.7807,2.8455,12.5251,9.6796,,,,,,,,,5,0.0121,0.543,0.5437,0.0007,,,,,,2,0.1678,0.6719,0.7283,0.0564,,,,,,,,,,,5,,
